ParentCode;Code;Name;Position;Description
"HAN";"004";"HAN.004 -  Laukerthof 3";4;"Laukerthof 3, 30419 Hannover"
"";"TUB";"TU-Berlin";20;""
"TUB";"01";"Grillparzerstraße 24 , 40470 Düsseldorf";1;""
"TUB";"02";"Artelbrückstraße 24 (20-24), 65439 Flörsheim";2;""
"";"Test";"Hotel-Test";21;""
"Test";"01";"Küche";1;""
"Test.01";"1";"Gerät 1";1;""
"Test.01";"2";"Gerät  2";2;""
"Test.01";"3";"Gerät 3";3;""
"Test.01";"4";"Gerät 4";4;""
"Test";"02";"Heizzentrale";2;""
"Test.02";"1";"Gaskessel";1;""
"Test.02";"2";"BHkW";2;""
"Test";"03";"Lüftungsanlage";3;""
"Test";"05";"Haus 1";4;""
"Test";"06";"Haus 2";5;""
"Test";"07";"Schwimmhalle";6;""
"Test";"08";"Sauna";7;""
"";"BBG";"BBG";22;"BBG - Berliner Baugenossenschaft"
"BBG";"001";"BBG.001 - Dirschelweg 10 (WA 70 - HZ 1)";1;"Dirschelweg 10, 12109 Mariendorf"
"BBG";"002";"BBG.002 - Eisenacher Str. 42 (WA 70 - HZ 3)";2;"Eisenacher Str. 42, 12109 Berlin"
"BBG";"003";"BBG.003 - Lichtenrader Damm 84a (WA 18)";3;"Lichtenrader Damm 84a, 12305 Berlin"
"BBG";"004";"BBG.004 - Machonstr. 32 (WA 48 / 50 / 56)";4;"Machonstr. 32, 12105 Berlin"
"BBG";"005";"BBG.005 - Mariendorfer Damm 12 (WA 17)";5;"Mariendorfer Damm 12, 12109 Berlin"
"BBG";"006";"BBG.006 - Mudrastr. 40 (WA 10)";6;"Mudrastr. 40, 12249 Berlin"
"BBG";"007";"BBG.007 - Ortolanweg 3 (WA 5)";7;"Ortolanweg 3/5, 12359 Berlin"
"";"ENG";"ENGIE";23;""
"ENG";"1";"Anlagenüberwachung Engie Service";1;""
"ENG";"HOT";"Ahorn  Hotels";2;""
"ENG.HOT";"001";"Hotel Birkenhof Oberwiesenthal";1;""
"ENG.HOT.001";"01";"Hotel Birkenhof Oberwiesenthal Ebenen";1;""
"ENG.HOT.001.01";"1";"Ebene 1";1;""
"ENG.HOT.001.01";"2";"Ebene 2";2;""
"ENG.HOT.001.01";"3";"Ebene 3";3;""
"ENG.HOT.001";"02";"Diagramme";2;""
"ENG.HOT";"002";"Waldhotel in Altenberg";2;""
"ENG.HOT.002";"01";"Waldhotel in Altenberg Ebenen";1;""
"ENG.HOT.002.01";"1";"Ebene 1";1;""
"ENG.HOT.002.01";"2";"Ebene 2";2;""
"ENG.HOT.002.01";"3";"Ebene 3";3;""
"ENG.HOT";"003";"Seehotel Templin";3;"Ahorn Seehotel Templin, Am Lübbesee 1, 17268 Templin"
"ENG.HOT.003";"01";"Seehotel Templin Ebenen";1;""
"ENG.HOT.003.01";"1";"Ebene 1";1;""
"ENG.HOT.003.01";"2";"Ebene 2";2;""
"ENG.HOT.003.01";"3";"Ebene 3";3;""
"ENG.HOT.003";"02";"Diagramme";2;""
"";"EWP";"EWP Gasag";24;""
"EWP";"SV";"Campus Stadverwaltung";1;"Campus Stadverwaltung"
"EWP.SV";"001";"Haus 1";1;""
"EWP.SV";"002";"Haus 2";2;""
"EWP.SV";"003";"Haus 3 (Sporthalle)";3;""
"EWP.SV";"004";"Haus 6";4;""
"EWP.SV";"005";"Haus 7";5;""
"EWP.SV";"006";"Haus 9";6;""
"EWP.SV";"007";"Haus 10";7;""
"EWP.SV";"008";"Haus 11 - Netzstation";8;""
"EWP.SV";"017";"Haus 12";9;"Heizraum"
"EWP.SV";"009";"Haus 13 + Haus 16";10;""
"EWP.SV";"010";"Haus 17";11;""
"EWP.SV";"011";"Haus 18 - Büro Container";12;""
"EWP.SV";"019";"Haus 19 - Stadthaus";13;""
"EWP.SV";"012";"Haus 20";14;""
"EWP.SV";"013";"Haus 23";15;""
"EWP.SV";"014";"Stadthaus";16;""
"EWP.SV";"015";"Suppenküche";17;""
"EWP.SV";"016";"TW Schächte";18;""
"EWP";"LH";"Luftschiffhafen";2;"Luftschiffhafen"
"EWP.LH";"001";"Wohnheim";1;"Wohnheim"
"EWP.LH";"002";"Schule";2;"Tixi-Box im Elektroraum, Enfox im Heizungskeller"
"EWP.LH";"003";"Mensa";3;"Tixi mit OMS-Empfänger im Elektro-Raum"
"EWP.LH";"004";"Schule Turnhalle";4;"Schule Turnhalle"
"EWP.LH";"005";"Turnhalle";5;"Turnhalle"
"EWP.LH";"006";"Kanuzentrum";6;""
"EWP.LH";"007";"3-Feld-Halle";7;"3-Feld-Halle/Ballsporthalle"
"EWP.LH";"008";"Schwimmhalle";8;"Schwimmhalle"
"EWP.LH";"010";"LAH Leichtathletikhalle";9;"LAH Leichtathletikhalle"
"EWP.LH";"011";"MBS-Arena";10;"MBS-Arena"
"EWP.LH";"012";"Stadiongebäude";11;"Stadiongebäude"
"EWP.LH";"013";"Tribünengebäude";12;"Tribünengebäude"
"EWP.LH";"009";"Aussenanlagen";13;"Strassenbeleuchtung & TW-Schächte"
"";"TST";"Test";25;""
"TST";"01";"Algorithmus-Wetter";1;""
"TST";"02";"BAT";2;""
"TST";"003";"TST.003 - Test TP";3;"Heizung und TWW TP"
"TST";"002";"TST.002 - Test TP";4;"Test TP"
"";"WME";"wortmann-energie";26;""
"WME";"001";"Messkoffer 1";1;""
"";"01";"BAFA";27;"Zugang für BAFA"
"";"HOW";"HOWOGE";28;"HOWOGE Waärme GmbH"
"HOW";"001";"HOW.001 -  Sophienstr. 24";1;"Sophienstr. 24, 12685 Berlin"
"";"001";"GASAG";29;""
"001";"01";"Test-Anlage";1;""
"";"BOS";"Bosch";30;""
"BOS";"001";"BOS.001 - Testanlage Anysight";1;""
"";"FHA";"FH Ansbach";31;"Fachhochschule Ansbach"
"FHA";"001";"FHA.001 - Testanlage";1;""
"";"ZZ";"Keiner Anlage zugeordnet";32767;""
