ParentCode;Code;Name;Position;Description
"STO2";"461";"STO.461 - Louis-Peter-Straße 34";17;"Louis-Peter-Straße 34 (34+36), Korbach 34497"
"STO2";"462";"STO.462 - Pommernstraße 48";18;"Pommernstraße 48 (48+50), Korbach 34497"
"STO2";"466";"STO.466 - Berliner Straße 28";19;"Berliner StraRe 28 (24+26+28+30), Korbach 34497"
"STO2";"468";"STO.468 - Berliner Straße 22";20;"Berliner StraRe 22 (16-22), Korbach 34497"
"STO2";"475";"STO.475 - Am Hang 8";21;"Am Hang 8, Lohfelden 34253"
"STO2";"476";"STO.476 - Am Glaskopf 16 C";22;"Am Glaskopf 16 C (16B + 16C), Marburg 35039"
"STO2";"477";"STO.477 - Am Glaskopf 16 A";23;"Am Glaskopf 16 A, Marburg 35039"
"STO2";"478";"STO.478 - Am Glaskopf 18+20";24;"Am Glaskopf 18+20, Marburg 35039"
"STO2";"481";"STO.481 - An der Schanze 7+9";25;"An der Schanze 7+9, Marburg 35039"
"STO2";"482";"STO.482 - An der Schanze 10+12";26;"An der Schanze 10+12, Marburg 35039"
"STO2";"486";"STO.486 - Am Richtsberg 12 a/b";27;"Am Richtsberg 12 a/b, Marburg 35039"
"STO2";"500";"STO.500 - Unter'm Kurhut 18";28;"Unter'm Kurhut 18 (17+18+19), Meerbusch 40667"
"STO2";"501";"STO.501 - Frankenweg 9";29;"Frankenweg 5-15 (Standort Haus 9), Meerbusch 40667"
"STO2";"502";"STO.502 - Pfalzer Str. 3";30;"Pfalzer Str. 3 (1-5), Meerbusch 40667"
"STO2";"503";"STO.503 - Laacher Weg 61";31;"Laacher Weg 61 (59-63), Meerbusch 40667"
"STO2";"504";"STO.504 - Dresdener Straße 32";32;"Dresdener Straße 32,  35260 Stadtallendorf"
"STO2";"505";"STO.505 - Dresdener Straße 26";33;"Dresdener Straße 26, 35260 Stadtallendorf"
"STO2";"506";"STO.506 - Dresdener Straße 30";34;"Dresdener Straße 30, 35260 Stadtallendorf"
"STO2";"507";"STO.507 - Eichenhain 34+36";35;"Eichenhain 34+36, 35260 Stadtallendorf"
"STO2";"508";"STO.508 - Eichenhain 30+32";36;"Eichenhain 30+32, 35260 Stadtallendorf"
"STO2";"509";"STO.509 - Dresdener Straße 28";37;"Dresdener Straße 28, 35260 Stadtallendorf"
"STO2";"510";"STO.510 - Eichenhain 21+23";38;"Eichenhain 21+23, 35260 Stadtallendorf"
"STO2";"511";"STO.511 - Chemnitzer Straße 6+8";39;"Chemnitzer Straße 6+8, 35260 Stadtallendorf"
"STO2";"514";"STO.514 - Weilburger Straße 6";40;"Weilburger Straße 6 (6-8), 35260 Stadtallendorf"
"STO2";"515";"STO.515 - Gießener Straße 15+17+19";41;"Gießener Straße 15+17+19, 35260 Stadtallendorf"
"STO2";"516";"STO.516 - Dresdner Straße 2-6";42;"Dresdner Straße 2-6, 35260 Stadtallendorf"
"STO2";"518";"STO.518 - Langewiesenstraße 2 +";43;"Langewiesenstraße 2 (2-2a),35260 Stadtallendorf"
"STO2";"522";"STO.522 - Langewiesenstraße 4a";44;"Langewiesenstraße 4a (4-4a), 35260 Stadtallendorf"
"STO2";"524";"STO.524 - Langewiesenstraße 8 +";45;"Langewiesenstraße 8 (6-8), 35260 Stadtallendorf"
"STO2";"305";"STO.305 - Breslauer Straße 3";46;"Breslauer Straße 3 (3-5),61118 Bad Vilbel"
"STO2";"308";"STO.308 - Otto-Fricke-Straße 34-40 +";47;"Otto-Fricke-Straße 34-40 ,61118 Bad Vilbel"
"STO2";"309";"STO.309 - Otto-Fricke-Straße 113 %";48;"Otto-Fricke-Straße 113 (109-113),61118 Bad Vilbel"
"STO2";"311";"STO.311 - Breslauer Straße 1 +";49;"Breslauer StraBe 1,61118 Bad Vilbel"
"STO2";"312";"STO.312 - Bodelschwinghstraße 7-11 %";50;"Bodelschwinghstraße 7-11, 61118 Bad Vilbel"
"STO2";"314";"STO.314 - Alte Frankfurter Straße 40 %";51;"Alte Frankfurter Straße 40 (38-42),  61118 Bad Vilbel"
"STO2";"315";"STO.315 - Alte Frankfurter Straße 46 %";52;"Alte Frankfurter Straße 46 (44-50), 61118 Bad Vilbel"
"STO2";"329";"STO.329 - Schloßborner Straße 83 %";53;"Schloßborner Straße 83 (81+83),60326 Frankfurt am Main"
"STO2";"331";"STO.331 - Schloßborner Straße 69 %";54;"Schloßborner Straße 69,60326 Frankfurt am Main"
"STO2";"356";"STO.356 - Geisaer Straße 3 %";55;"Geisaer Straße 3, 36039 Fulda"
"STO2";"357";"STO.357 - Geisaer Straße 1 %";56;"Geisaer Straße 1, 36039 Fulda"
"STO2";"362";"STO.362 - Walahfridstraße 42 +";57;"Walahfridstraße 42, 36043 Fulda"
"STO2";"363";"STO.363 - Walahfridstraße 6 %";58;"Walahfridstraße 6 (6+8), 36043 Fulda"
"STO2";"371";"STO.371 - Walahfridstraße 67 %";59;"Walahfridstraße 67 (67+69), 36043 Fulda"
"STO2";"372";"STO.372 - Walahfridstraße 40 +";60;"Walahfridstraße 40 (38+40), 36043 Fulda"
"STO2";"373";"STO.373 - Walahfridstraße 22 %";61;"WalahfridstraBe 22 (20+22+24), 36043 Fulda"
"STO2";"375";"STO.375 - Walahfridstraße 26 +";62;"Walahfridstraße 26 (26+28+30), 36043 Fulda"
"STO2";"376";"STO.376 - Walahfridstraße 32 +";63;"WalahfridstraBe 32 (32-36), 36043 Fulda"
"STO2";"398";"STO.398 - Rühlstraße 3 %";64;"Rühlstraße 3 (3-4), 63450 Hanau"
"STO2";"402";"STO.402 - Breitscheidstraße (76-80) %";65;"Breitscheidstraße (76-80), 34119 Kassel"
"STO2";"404";"STO.404 - Breitscheidstraße (84-88) %";66;"Breitscheidstraße (84-88), 34119 Kassel"
"STO2";"405";"STO.405 - Riedeselstraße 1 (1+3), Breitscheidstraße 74 %";67;"Riedeselstraße 1 (1+3), Breitscheidstraße 74, 34119 Kassel"
"STO2";"406";"STO.406 - Hans-Bockler-Straße 4 %";68;"Hans-Bockler-Straße 4, 34121 Kassel"
"STO2";"407";"STO.407 - Hans-Bockler-Straße 2 %";69;"Hans-Bockler-Straße 2, 34121 Kassel"
"STO2";"409";"STO.409 - Heinrich-Heine-Straße 33 %";70;"Heinrich-Heine-Straße 33, 34121 Kassel"
"STO2";"410";"STO.410 - Heinrich-Heine-Straße 27 %";71;"Heinrich-Heine-Straße 27, 34121 Kassel"
"STO2";"411";"STO.411 - Heinrich-Heine-Straße 29 %";72;"Heinrich-Heine-Straße 29, 34121 Kassel"
"STO2";"412";"STO.412 - Heinrich-Heine-Straße 31 %";73;"Heinrich-Heine-Straße 31, 34121 Kassel"
"STO2";"413";"STO.413 - Hans-Bockler-Straße 6 %";74;"Hans-Bockler-Straße 6 (6-8), , 34121 Kassel"
"STO2";"414";"STO.414 - Hans-Bockler-Straße 18 %";75;"Hans-Bdckler-Straße 18 (18-20),  34121 Kassel"
"STO2";"415";"STO.415 - Hans-Bockler-Straße 14 %";76;"Hans-Bockler-Straße 14 (14-16), 34121 Kassel"
"STO2";"416";"STO.416 - Hans-Bockler-Straße 10 %";77;"Hans-Bockler-Straße 10 (10-12), 34121 Kassel"
"STO2";"417";"STO.417 - Hans-Bockler-Straße 24 %";78;"Hans-Bockler-Straße 24 (22-26), 34121 Kassel"
"STO2";"419";"STO.419 - Richard-Wagner-Straße 23 %";79;"Richard-Wagner-Straße 23(21-25), 34121 Kassel"
"STO2";"420";"STO.420 - Richard-Wagner-Straße 27 %";80;"Richard-Wagner-Straße 27, 34121 Kassel"
"STO2";"421";"STO.421 - Grassweg 2,4, Sternbergstraße 15, Strindbergstraße 12 %";81;"Grassweg 2,4, Sternbergstraße 15, Strindbergstraße 12,  34121 Kassel"
"STO2";"424";"STO.424 - Ortelsburger Straße 3";82;"Ortelsburger Straße 3 (1-7),  34121 Kassel"
"STO2";"458";"STO.458 - Louis-Peter-Straße 45 %";83;"Louis-Peter-Straße 45 (43+45+47), 34497 Korbach"
"STO2";"463";"STO.463 - Pommernstraße 44 %";84;"Pommernstraße 44 (44+46), 34497 Korbach"
"STO2";"467";"STO.467 - Berliner Straße 46 +";85;"Berliner Straße 46 (40+42+44+46), 34497 Korbach"
"STO2";"470";"STO.470 - Südliche Ringstraße 219-221 %";86;"Südliche Ringstraße 219-221, 63225 Langen"
"STO2";"471";"STO.471 - Südliche Ringstraße 227-229 %";87;"Südliche Ringstraße 227-229, 63225 Langen"
"STO2";"472";"STO.472 - Friedrich-Ebert-Ring 29 %";88;"Friedrich-Ebert-Ring 29, 34253 Lohfelden"
"STO2";"473";"STO.473 - Friedrich-Ebert-Ring 31 %";89;"Friedrich-Ebert-Ring 31, 34253 Lohfelden"
"STO2";"474";"STO.474 - Am Hang 5 %";90;"Am Hang 5, 34253 Lohfelden"
"STO2";"479";"STO.479 - Am Glaskopf 14-16 %";91;"Am Glaskopf 14-16, 35039 Marburg"
"STO2";"487";"STO.487 - An der Schanze 1-5 +";92;"An der Schanze 1-5 , 35039 Marburg"
"STO2";"488";"STO.488 - Am Glaskopf 8-12 %";93;"Am Glaskopf 8-12, 35039 Marburg"
"STO2";"497";"STO.497 - Am Kirchendriesch 7 %";94;"Am Kirchendriesch 7, 40667 Meerbusch"
"STO2";"498";"STO.498 - Am Kirchendriesch 9 %";95;"Am Kirchendriesch 9, 40667 Meerbusch"
"STO2";"499";"STO.499 - Laacher Weg 70 %";96;"Laacher Weg 70 (68-72), 40667 Meerbusch"
"STO2";"512";"STO.512 - Chemnitzer Straße 2+4 +";97;"Chemnitzer Straße 2+4, 35260 Stadtallendorf"
"STO2";"519";"STO.519 - Dresdener Straße 14+16+18 %";98;"Dresdener Straße 14+16+18, 35260 Stadtallendorf"
"STO2";"520";"STO.520 - Dresdner Straße 8-12 +";99;"Dresdner Straße 8-12 , 35260 Stadtallendorf"
"STO2";"521";"STO.521 - Limburger Straße 4 +";100;"Limburger Straße 4 (2-6), 35260 Stadtallendorf"
"STO2";"523";"STO.523 - Limburger Straße 10 %";101;"Limburger Straße 10 (8-12), 35260 Stadtallendorf"
"STO2";"318";"STO.318 - Kranichsteiner Straße 31a +";102;"Kranichsteiner Straße 31a (31+31a), 64390 Erzhausen"
"STO2";"317";"STO.317 - Stauffenbergstraße 83-85 °";103;"Stauffenbergstraße 83-85, 64285 Darmstadt"
"STO2";"319";"STO.319 - Kranichsteiner Straße 27 °";104;"Kranichsteiner Straße 27 (27+27a), 64390 Erzhausen"
"STO2";"320";"STO.320 - Kranichsteiner Straße 29a °";105;"Kranichsteiner Straße 29a (29+29a), 64390 Erzhausen"
"STO2";"321";"STO.321 - Kapellenstraße 23a+b +";106;"Kapellenstraße 23a+b, 65439 Flörsheim"
"STO2";"333";"STO.333 - Hügelstraße 208 °";107;"Hügelstraße 208 (206-210), 60431 Frankfurt am Main"
"STO2";"334";"STO.334 - Birkholzweg 45";108;"Birkholzweg 45 (43, 45), 60433 Frankfurt am Main"
"STO2";"335";"STO.335 - Im Mellsig 3 °";109;"Im Mellsig 3 (1-5), 60433 Frankfurt am Main"
"STO2";"336";"STO.336 - Im Mellsig 41-45 °";110;"Im Mellsig 41-45, 60433 Frankfurt am Main"
"STO2";"338";"STO.338 - Im Mellsig 21 °";111;"Im Mellsig 21 (19-23), 60433 Frankfurt am Main"
"STO2";"339";"STO.339 - Im Mellsig 9 °";112;"Im Mellsig 9 (7-11), 60433 Frankfurt am Main"
"STO2";"340";"STO.340 - Im Mellsig 27 °";113;"Im Mellsig 27 (25-29), 60433 Frankfurt am Main"
"STO2";"342";"STO.342 - Birkholzweg 27 °";114;"Birkholzweg 27 (25-29 und Am Grünen Graben 27), 60433 Frankfurt am Main"
"STO2";"344";"STO.344 - Sigmund-Freud-Straße 77 °";115;"Sigmund-Freud-Straße 77 (75+77), 60435 Frankfurt am Main"
"STO2";"346";"STO.346 - Sigmund-Freud-Straße 81 °";116;"Sigmund-Freud-Straße 81 (79-85), 60435 Frankfurt am Main"
"STO2";"348";"STO.348 - Westring 37 °";117;"Westring  37 (33-39), 60488 Frankfurt am Main"
"STO2";"349";"STO.349 - Westring 11 +";118;"Westring 11 (11-15), 60488 Frankfurt am Main"
"STO2";"350";"STO.350 - Westring 27 °";119;"Westring 27 (25-31), 60488 Frankfurt am Main"
"STO2";"354";"STO.354 - Schützenstraße 2-6 °";120;"Schützenstraße 2-6, 61381 Friedrichsdorf"
"STO2";"355";"STO.355 - Lilienweg 4-6 +";121;"Lilienweg 4-6, 61381 Friedrichsdorf"
"STO2";"359";"STO.359 - Dr.-Dietz-Straße 20 °";122;"Dr.-Dietz-Straße 20 (20+20a), 36043 Fulda"
"STO2";"360";"STO.360 - Schillerstraße 40 °";123;"Schillerstraße 40, 36043 Fulda"
"STO2";"377";"STO.377 - Kleiststraße 6 +";124;"Kleiststraße 6 (6+8), 65462 Gustavsburg"
"STO2";"378";"STO.378 - Kleiststraße 2 °";125;"Kleiststraße 2 (2+4), 65462 Gustavsburg"
"STO2";"379";"STO.379 - Kleiststraße 10 °";126;"Kleiststraße 10 (10+12), 65462 Gustavsburg"
"STO2";"380";"STO.380 - Im Mittelfeld 9 +";127;"Im Mittelfeld 9, 65462 Gustavsburg"
"STO2";"381";"STO.381 - Im Niederfeld 10 °";128;"Im Niederfeld 10 (8-12), 65462 Gustavsburg"
"STO2";"382";"STO.382 - Im Mittelfeld 11 +";129;"Im Mittelfeld 11, 65462 Gustavsburg"
"STO2";"383";"STO.383 - Stresemannstraße 7";130;"Stresemannstraße 7 (Bebelstraße 2), 65462 Gustavsburg"
"STO2";"384";"STO.384 - Stresemannstraße 11 °";131;"Stresemannstraße 11 (9+11), 65462 Gustavsburg"
"STO2";"385";"STO.385 - Stresemannstraße 21 °";132;"Stresemannstraße 21 (19+21), 65462 Gustavsburg"
"STO2";"386";"STO.386 - Bebelstraße 4 °";133;"Bebelstraße 4 (4+6), 65462 Gustavsburg"
"STO2";"387";"STO.387 - Hermann-Lons-Allee 16 °";134;"Hermann-Lons-Allee 16(14-16), 65462 Gustavsburg"
"STO2";"388";"STO.388 - Stresemannstraße 15 °";135;"Stresemannstraße 15 (13-17), 65462 Gustavsburg"
"STO2";"389";"STO.389 - Merianstraße 21 °";136;"Merianstraße 21 (19-23), 65462 Gustavsburg"
"STO2";"390";"STO.390 - Kleiststraße 9 °";137;"Kleiststraße 9 (7-11), 65462 Gustavsburg"
"STO2";"391";"STO.391 - Merianstraße 25 °";138;"Merianstraße 25 (25-29), 65462 Gustavsburg"
"STO2";"392";"STO.392 - Hermann-Lons-Allee 12 °";139;"Hermann-Lons-Allee 12 (10+12, Schwedenschanze 16+18), 65462 Gustavsburg"
"STO2";"393";"STO.393 - Hermann-Lons-Allee 8 °";140;"Hermann-Lons-Allee 8 (4-8, Schwedenschanze 20+22), 65462 Gustavsburg"
"STO2";"436";"STO.436 - Eckermannstraße 21 °";141;"Eckermannstraße 21 (21+25), 34125 Kassel"
"STO2";"438";"STO.438 - Lönsstraße 9 +";142;"Lönsstraße 9 (7+9), 34125 Kassel"
"STO2";"439";"STO.439 - Eckermannstraße 33 +";143;"Eckermannstraße 33 (31+33+35), 34125 Kassel"
"STO2";"440";"STO.440 - lm Windenfeld 30 °";144;"lm Windenfeld 30, 34134 Kassel"
"STO2";"441";"STO.441 - Altenbaunaer Straße 35 °";145;"Altenbaunaer Straße 35, 34134 Kassel"
"STO2";"442";"STO.442 - Im Ahrenfeld 2 °";146;"Im Ahrenfeld 2, 34134 Kassel"
"STO2";"443";"STO.443 - Im Windenfeld 2 °";147;"Im Windenfeld 2, 34134 Kassel"
"STO2";"444";"STO.444 - Im Windenfeld 6 °";148;"Im Windenfeld 6 (4+6), 34134 Kassel"
"STO2";"445";"STO.445 - Im Windenfeld 1 °";149;"Im Windenfeld 1 (1+3), 34134 Kassel"
"STO2";"447";"STO.447 - Im Windenfeld 7 °";150;"Im Windenfeld 7 (5+7), 34134 Kassel"
"STO2";"450";"STO.450 - Im Windenfeld 10 +";151;"Im Windenfeld 10 (8-12), 34134 Kassel"
"STO2";"452";"STO.452 - Korbacher Straße 3 °";152;"Korbacher Straße 3 (3-7), 34134 Kassel"
"STO2";"456";"STO.456 - Am Bornberg 7 °";153;"Am Bornberg 7 (Am Seidenen Steg 1A, Am Bornberg 5+7), 34134 Kassel"
"STO2";"457";"STO.457 - Im Windenfeld 22 °";154;"Im Windenfeld 22 (22+24), 34134 Kassel"
"STO2";"465";"STO.465 - Karpatenstraße 14 °";155;"Karpatenstraße 14 (8+10+12+14), 34497 Korbach"
"STO2";"483";"STO.483 - An der Schanze 2+4 °";156;"An der Schanze 2+4, 35039 Marburg"
"STO2";"484";"STO.484 - Rollwiesenweg 25+27+29 +";157;"Rollwiesenweg 25+27+29, 35039 Marburg"
"STO2";"489";"STO.489 - Damaschkeweg 12a + 14a °";158;"Damaschkeweg 12a + 14a, 35039 Marburg"
"STO2";"491";"STO.491 - Rentmeisterstraße 12-16 °";159;"Rentmeisterstraße 12-16, 35043 Marburg"
"STO2";"492";"STO.492 - Cappeler Gleiche 12 °";160;"Cappeler Gleiche 12 (10+12), 35043 Marburg"
"STO2";"494";"STO.494 - Rentmeisterstraße 18-22 °";161;"Rentmeisterstraße 18-22, 35043 Marburg"
"STO2";"513";"STO.513 - Holzwiesenstraße 1+3";162;"Holzwiesenstraße 1+3, 35260 Stadtallendorf"
"STO2";"517";"STO.517 - Langewiesenstraße 14";163;"Langewiesenstraße 14 (10-16), 35260 Stadtallendorf"
"STO2";"525";"STO.525 - Neugartenstraße 30-30c °";164;"Neugartenstraße 30-30c, 65843 Sulzbach"
"STO2";"526";"STO.526 - Larstraße 132b +";165;"Larstraße 132b (a-c), 53844 Troisdorf"
"STO2";"527";"STO.527 - Kerpstr. 7c °";166;"Kerpstr. 7c (a-c), 53844 Troisdorf"
"STO2";"528";"STO.528 - Harleshäuser Straße 44 °";167;"Harleshäuser Straße 44, 34246 Vellmar"
"STO2";"529";"STO.529 - Harleshäuser Straße 40 °";168;"Harleshäuser Straße 40 (40+42), 34246 Vellmar"
"STO2";"531";"STO.531 - Harleshäuser Straße 38 °";169;"Harleshäuser Straße 38 (36+38), 34246 Vellmar"
"STO2";"532";"STO.532 - Sophie-Henschel-Straße 6 °";170;"Sophie-Henschel-Straße 6 (2-8), 34246 Vellmar"
"STO2";"533";"STO.533 - Schachtstr. 10 °";171;"Schachtstr. 10 (Adlerstraße 36, Schachtstraße 8+10), 65183 Wiesbaden"
"STO2";"534";"STO.534 - Adlerstraße 37 °";172;"Adlerstraße 37, 65183 Wiesbaden"
"STO2";"535";"STO.535 - Büchnerstraße 1 °";173;"Büchnerstraße 1 (1+3), 65187 Wiesbaden"
"STO2";"536";"STO.536 - Büchnerstraße 6 °";174;"Büchnerstraße 6 (6+8), 65187 Wiesbaden"
"STO2";"537";"STO.537 - Büchnerstraße 13 +";175;"Büchnerstraße 13 (13+15), 65187 Wiesbaden"
"STO2";"538";"STO.538 - Büchnerstraße 5 +";176;"Büchnerstraße 5 (5+7), 65187 Wiesbaden"
"STO2";"539";"STO.539 - Hessenring 25 °";177;"Hessenring 25 (25+25a+25b), 65205 Wiesbaden"
"STO2";"480";"STO.480 - Rollwiesenweg 43-47 °";178;"Rollwiesenweg 43-47, 35039 Marburg"
"STO2";"485";"STO.485 - Rollwiesenweg 37-41 +";179;"Rollwiesenweg 37-41, 35039 Marburg"
"STO2";"496";"STO.496 - Moischter Straße 55+57 +";180;"Moischter Straße 55+57, 35043 Marburg-Cappel"
"STO2";"493";"STO.493 - Cappeler Gleiche 15 (13+15+17) +";181;"Cappeler Gleiche 15 (13+15+17), 35043 Marburg"
"STO2";"459";"STO.459 - Sudetenstraße 5 (3+5) +";182;"Sudetenstraße 5 (3+5), 35039 Marburg"
"STO2";"460";"STO.460 - Sudetenstraße 9 (7+9) +";183;"Sudetenstraße 9 (7+9), 34497 Korbach"
"STO2";"464";"STO.464 - Schlesische Straße 31 (31+33+35+37) +";184;"Schlesische Straße 31 (31+33+35+37), 34497 Korbach"
"STO2";"530";"STO.530 - Harleshauser Straße 28 +";185;"Harleshauser Straße 28, 34246 Vellmar"
"STO2";"469";"STO.469 - Europaring 4";186;"Europaring 4, 68623 Lampertheim"
"STO2";"495";"STO.495 - Cappeler Gleiche 2-4a %";187;"Cappeler Gleiche 2-4a, 35043 Marburg"
"STO2";"301";"STO.301 - Bodestraße 19-21 %";188;"Bodestraße 19-21, 61231 Bad Nauheim"
"STO2";"316";"STO.316 - Theodor-Heuss-Allee 17-21 +";189;"Theodor-Heuss-Allee 17-21, 34225 Baunatal"
"STO2";"330";"STO.330 - Schloßborner Straße 77 (77+79) +";190;"Schloßborner Straße 77 (77+79), 60326 Frankfurt am Main"
"STO2";"332";"STO.332 - Schloßborner Straße 72 (70+72) +";191;"Schloßborner Straße 72 (70+72), 60326 Frankfurt am Main"
"STO2";"347";"STO.347 - Schwälmer Straße 7 +";192;"Schwälmer Straße 7, 60486 Frankfurt am Main"
"STO2";"351";"STO.351 - Im Hirschländchen 3a +";193;"Im Hirschländchen 3a, 60529 Frankfurt am Main"
"STO2";"353";"STO.353 - Brunnenweg 3-7+8, Riedstraße 17+19 +";194;"Brunnenweg3-7+8, Riedstraße 17-19, 61170 Friedberg"
"STO2";"358";"STO.358 - Walahfridstraße 10 (10+12) %";195;"Walahfridstraße 10 (10+12), 36043 Fulda"
"STO2";"361";"STO.361 - Pacelliallee 29 (29+31) %";196;"Pacelliallee 29 (29+31), 36043 Fulda"
"STO2";"364";"STO.364 - Pacelliallee 1 (1+3) +";197;"Pacelliallee 1 (1+3), 36043 Fulda"
"STO2";"365";"STO.365 - Pacelliallee 21 (21+23) +";198;"Pacelliallee 21 (21+23), 36043 Fulda"
"STO2";"366";"STO.366 - Walahfridstraße 14 (14+16+18) +";199;"Walahfridstraße 14 (14+16+18), 36043 Fulda"
"STO2";"367";"STO.367 - Walahfridstraße 71 (71+73) +";200;"Walahfridstraße 71 (71+73), 36043 Fulda"
"STO2";"368";"STO.368 - Pacelliallee 5 (5+7) +";201;"Pacelliallee 5 (5+7), 36043 Fulda"
"STO2";"369";"STO.369 - Schillerstraße 80 (78+80) +";202;"Schillerstraße 80 (78+80), 36043 Fulda"
"STO2";"370";"STO.370 - Dr.-Dietz-Straße 24 (22+24+26) +";203;"Dr.-Dietz-Straße 24 (22+24+26), 36043 Fulda"
"STO2";"374";"STO.374 - Pacelliallee 9 (9-13) +";204;"Pacelliallee 9 (9-13), 36043 Fulda"
"STO2";"394";"STO.394 - Bahnhofstraße 17 +";205;"Bahnhofstraße 17, 35708 Haiger"
"STO2";"395";"STO.395 - Bahnhofstraße 9e (d+e+f+k) +";206;"Bahnhofstraße 9e (d+e+f+k), 35708 Haiger"
"STO2";"396";"STO.396 - Bahnhofstraße 9h (g+h+i) +";207;"Bahnhofstraße 9h (g+h+i), 35708 Haiger"
"STO2";"397";"STO.397 - Bahnhofstraße 9a-c +";208;"Bahnhofstraße 9a-c, 35708 Haiger"
"STO2";"399";"STO.399 - Posener Straße 22 (20-24) +";209;"Posener Straße 22 (20-24), 30659 Hannover"
"STO2";"400";"STO.400 - Graudenzer Weg 18 (16-28) °";210;"Graudenzer Weg 18 (16-28), 30659 Hannover"
"STO2";"401";"STO.401 - Kulmer Weg 6 (2-6) °";211;"Kulmer Weg 6 (2-6), 30659 Hannover"
"STO2";"418";"STO.418 - Hansteinstraße 28 (26-32) +";212;"Hansteinstraße 28 (26-32), 34121 Kassel"
"STO2";"422";"STO.422 - Hupfeldstraße 2-2a +";213;"Hupfeldstraße 2-2a, 34121 Kassel"
"STO2";"426";"STO.426 - Fontanestraße 12 (10+12) +";214;"Fontanestraße 12 (10+12), 34125 Kassel"
"STO2";"427";"STO.427 - Lönsstraße 16 (14+16) °";215;"Lönsstraße 16 (14+16), 34125 Kassel"
"STO2";"428";"STO.428 - Fontanestraße 4 (2+4) +";216;"Fontanestraße 4 (2+4), 34125 Kassel"
"STO2";"429";"STO.429 - Fontanestraße 8 (6+8) +";217;"Fontanestraße 8 (6+8), 34125 Kassel"
"STO2";"430";"STO.430 - Eckermannstraße 17 (17+19) +";218;"Eckermannstraße 17 (17+19), 34125 Kassel"
"STO2";"431";"STO.431 - Lönsstraße 9d (9c+9d) +";219;"Lönsstraße 9d (9c+9d), 34125"
"STO2";"432";"STO.432 - Eckermannstraße 22 (22+24) +";220;"Eckermannstraße 22 (22+24), 34125 Kassel"
"STO2";"433";"STO.433 - Lönsstraße 9a (9a+9b) +";221;"Lönsstraße 9a (9a+9b), 34125 Kassel"
"STO2";"434";"STO.434 - Eckermannstraße 32 (30+32) +";222;"Eckermannstraße 32 (30+32), 34125 Kassel"
"STO2";"435";"STO.435 - Eckermannstraße 28 (26+28) +";223;"Eckermannstraße 28 (26+28), 34125 Kassel"
"STO2";"437";"STO.437 - Eckermannstraße 39 (37+39+41) +";224;"Eckermannstraße 39 (37+39+41), 34125 Kassel"
"STO2";"446";"STO.446 - Im Windenfeld 26 (26+28) +";225;"Im Windenfeld 26 (26+28), 34134 Kassel"
"STO2";"448";"STO.448 - Im Windenfeld 20 (18+20) +";226;"Im Windenfeld 20 (18+20), 34134 Kassel"
"STO2";"449";"STO.449 - Im Windenfeld 16 (14+16) +";227;"Im Windenfeld 16 (14+16), 34134 Kassel"
"STO2";"451";"STO.451 - Im Windenfeld 21 (17+19+21+23) +";228;"Im WIndenfeld 21 (17+19+21+23), 34134 Kassel"
"STO2";"490";"STO.490 - Sudetenstraße 42 a/b +";229;"Sudetenstraße 42 a/b, 35039 Marburg"
"STO2";"540";"STO.540 - Schlesien-Ring 41";230;"Schlesien-Ring 41, 61118 Bad Vilbel"
"";"MFW";"Messkoffer FW";14;""
"MFW";"001";"Zum Brommenhof 9";1;""
"MFW";"002";"FWU Liegnitzer-Str. 5";2;""
"MFW";"003";"FWU Windthorststr. 119";3;""
"MFW";"004";"FWU Julius-Brecht-Str. 6";4;"Fernwärmeübergabestation"
"MFW";"005";"FWU Berkersheimer Weg 8";5;"Fernwärmeübergabestation"
"MFW";"006";"FWU Julius-Brecht-Str. 1";6;"Fernwärmeübergabestation"
"MFW";"007";"FWU Karl-Blum-Allee 50";7;""
"MFW";"008";"FWU Zum Apothekerhof 5 (3 + 5)";8;"Fernwärmeübergabestation"
"";"WDW";"Wetterdaten";15;"Wetterdaten vom Deutschen Wetterdienst"
"";"PRO";"Bäder";16;""
"PRO";"1";"Maximare (Hamm)";1;"59065 Hamm"
"PRO";"2";"Bademaxx (Speyer)";2;"67346 Speyer"
"PRO.2";"01";"Lüftungsanlage 1.1";1;""
"PRO.2";"02";"Lüftungsanlage 1.2";2;""
"PRO.2";"03";"Lüftungsanlage 2.1";3;""
"PRO.2";"04";"Lüftungsanlage 2.2";4;""
"PRO.2";"05";"Lüftungsanlage 3 und 4";5;""
"PRO.2";"06";"Lüftungsanlage 5";6;""
"PRO";"3";"Vita Alpina (Ruhpolding)";3;"83324 Ruhpolding"
"PRO";"4";"Naturtherme (Templin)";4;"17268 Templin"
"PRO";"5";"Saarow";5;""
"PRO.5";"1";"Simulation";1;""
"";"AHV";"Anleitungen, Hilfe und Vorlagen";17;""
"";"INT";"Inteligy";18;"inteligy GmbH"
"INT";"001";"INT.001 - FWÜS Falkenberger Str. 35";1;"Falkenberger Str. 34 - 35, 13088 Berlin (Weissensee)"
"";"HAN";"Hanova";19;"Hanova"
"HAN";"001";"HAN.001 -  Ossietzkyring 31";1;"Ossietzkyring 31 A-C, 30457 Hannover"
"HAN";"002";"HAN.002 -  Bautzener Hof 3";2;"Bautzener Hof 3, 30519 Hannover"
"HAN";"003";"HAN.003 -  Paracelsusweg 10";3;"Paracelsusweg 10, 30655 Hannover"
